year,mt,dt,day,city_code,city_do_nm,city_gn_gu_nm,dscamt,dscamt_rate,dis_co,dis_co_rate
2020,07,01,4,W01,서울특별시,종로구,4057700,3.07,3054,3.2
2020,07,02,5,W01,서울특별시,종로구,3955750,2.99,2905,3.05
2020,07,03,6,W01,서울특별시,종로구,3957400,2.99,2910,3.05
2020,07,04,7,W01,서울특별시,종로구,4340250,3.28,3017,3.16
2020,07,05,1,W01,서울특별시,종로구,5198650,3.93,3427,3.59
2020,07,06,2,W01,서울특별시,종로구,4620800,3.49,3317,3.48
2020,07,07,3,W01,서울특별시,종로구,4164000,3.15,3097,3.25
2020,07,08,4,W01,서울특별시,종로구,4062350,3.07,3050,3.2
2020,07,09,5,W01,서울특별시,종로구,3848150,2.91,2925,3.07
2020,07,10,6,W01,서울특별시,종로구,3803350,2.87,2873,3.01
2020,07,11,7,W01,서울특별시,종로구,4255900,3.22,3016,3.16
2020,07,12,1,W01,서울특별시,종로구,4621350,3.49,3131,3.28
2020,07,13,2,W01,서울특별시,종로구,3667100,2.77,2593,2.72
2020,07,14,3,W01,서울특별시,종로구,4763400,3.6,3428,3.59
2020,07,15,4,W01,서울특별시,종로구,4132450,3.12,3090,3.24
2020,07,16,5,W01,서울특별시,종로구,3964300,3.0,2936,3.08
2020,07,17,6,W01,서울특별시,종로구,4071800,3.08,3017,3.16
2020,07,18,7,W01,서울특별시,종로구,4564100,3.45,3212,3.37
2020,07,19,1,W01,서울특별시,종로구,5021350,3.79,3320,3.48
2020,07,20,2,W01,서울특별시,종로구,4751150,3.59,3324,3.49
2020,07,21,3,W01,서울특별시,종로구,4387000,3.31,3187,3.34
2020,07,22,4,W01,서울특별시,종로구,3951550,2.99,2937,3.08
2020,07,23,5,W01,서울특별시,종로구,2899850,2.19,2142,2.25
2020,07,24,6,W01,서울특별시,종로구,4968400,3.75,3502,3.67
2020,07,25,7,W01,서울특별시,종로구,4394350,3.32,3091,3.24
2020,07,26,1,W01,서울특별시,종로구,5127000,3.87,3484,3.65
2020,07,27,2,W01,서울특별시,종로구,4530500,3.42,3210,3.37
2020,07,28,3,W01,서울특별시,종로구,4320900,3.26,3141,3.29
2020,07,29,4,W01,서울특별시,종로구,3760650,2.84,2807,2.94
2020,07,30,5,W01,서울특별시,종로구,4123450,3.12,3100,3.25
2020,07,31,6,W01,서울특별시,종로구,4065700,3.07,3133,3.28
2020,07,01,4,W02,서울특별시,중구,6809050,2.98,5740,3.12
2020,07,02,5,W02,서울특별시,중구,6818950,2.98,5664,3.08
2020,07,03,6,W02,서울특별시,중구,6673700,2.92,5651,3.07
2020,07,04,7,W02,서울특별시,중구,7611850,3.33,5829,3.17
2020,07,05,1,W02,서울특별시,중구,9651300,4.22,7164,3.9
2020,07,06,2,W02,서울특별시,중구,7873250,3.44,6185,3.36
2020,07,07,3,W02,서울특별시,중구,6549400,2.86,5524,3.0
2020,07,08,4,W02,서울특별시,중구,6876150,3.01,5737,3.12
2020,07,09,5,W02,서울특별시,중구,6961700,3.04,5847,3.18
2020,07,10,6,W02,서울특별시,중구,6338200,2.77,5378,2.92
2020,07,11,7,W02,서울특별시,중구,7596150,3.32,5910,3.21
2020,07,12,1,W02,서울특별시,중구,9035850,3.95,6823,3.71
2020,07,13,2,W02,서울특별시,중구,6574400,2.87,5026,2.73
2020,07,14,3,W02,서울특별시,중구,7658800,3.35,6182,3.36
2020,07,15,4,W02,서울특별시,중구,6851950,3.0,5758,3.13
2020,07,16,5,W02,서울특별시,중구,7144050,3.12,5854,3.18
2020,07,17,6,W02,서울특별시,중구,7044800,3.08,5821,3.17
2020,07,18,7,W02,서울특별시,중구,7898500,3.45,6124,3.33
2020,07,19,1,W02,서울특별시,중구,9722050,4.25,7119,3.87
2020,07,20,2,W02,서울특별시,중구,7850050,3.43,6344,3.45
2020,07,21,3,W02,서울특별시,중구,6820500,2.98,5829,3.17
2020,07,22,4,W02,서울특별시,중구,6645100,2.91,5536,3.01
2020,07,23,5,W02,서울특별시,중구,5312600,2.32,4252,2.31
2020,07,24,6,W02,서울특별시,중구,7867400,3.44,6435,3.5
2020,07,25,7,W02,서울특별시,중구,7884800,3.45,6025,3.28
2020,07,26,1,W02,서울특별시,중구,9706900,4.24,7436,4.04
2020,07,27,2,W02,서울특별시,중구,7672300,3.36,6080,3.31
2020,07,28,3,W02,서울특별시,중구,6704800,2.93,5617,3.05
2020,07,29,4,W02,서울특별시,중구,6640950,2.9,5416,2.95
2020,07,30,5,W02,서울특별시,중구,7076750,3.09,5921,3.22
2020,07,31,6,W02,서울특별시,중구,6804350,2.98,5666,3.08
2020,07,01,4,W03,서울특별시,용산구,549550,2.78,457,2.99
2020,07,02,5,W03,서울특별시,용산구,643500,3.25,512,3.35
2020,07,03,6,W03,서울특별시,용산구,632300,3.2,485,3.17
2020,07,04,7,W03,서울특별시,용산구,627600,3.17,486,3.18
2020,07,05,1,W03,서울특별시,용산구,690850,3.49,546,3.57
2020,07,06,2,W03,서울특별시,용산구,712450,3.6,534,3.49
2020,07,07,3,W03,서울특별시,용산구,645400,3.26,490,3.21
2020,07,08,4,W03,서울특별시,용산구,572450,2.89,474,3.1
2020,07,09,5,W03,서울특별시,용산구,593750,3.0,471,3.08
2020,07,10,6,W03,서울특별시,용산구,639950,3.23,476,3.11
2020,07,11,7,W03,서울특별시,용산구,595200,3.01,453,2.96
2020,07,12,1,W03,서울특별시,용산구,701000,3.54,520,3.4
2020,07,13,2,W03,서울특별시,용산구,651800,3.29,462,3.02
2020,07,14,3,W03,서울특별시,용산구,653900,3.3,529,3.46
2020,07,15,4,W03,서울특별시,용산구,589200,2.98,478,3.13
2020,07,16,5,W03,서울특별시,용산구,675100,3.41,511,3.34
2020,07,17,6,W03,서울특별시,용산구,574000,2.9,454,2.97
2020,07,18,7,W03,서울특별시,용산구,682899,3.45,522,3.42
2020,07,19,1,W03,서울특별시,용산구,746550,3.77,551,3.6
2020,07,20,2,W03,서울특별시,용산구,684450,3.46,518,3.39
2020,07,21,3,W03,서울특별시,용산구,691750,3.5,528,3.45
2020,07,22,4,W03,서울특별시,용산구,551300,2.79,423,2.77
2020,07,23,5,W03,서울특별시,용산구,507800,2.57,389,2.54
2020,07,24,6,W03,서울특별시,용산구,680899,3.44,521,3.41
2020,07,25,7,W03,서울특별시,용산구,626300,3.16,472,3.09
2020,07,26,1,W03,서울특별시,용산구,743100,3.76,562,3.68
2020,07,27,2,W03,서울특별시,용산구,689500,3.48,523,3.42
2020,07,28,3,W03,서울특별시,용산구,590500,2.98,472,3.09
2020,07,29,4,W03,서울특별시,용산구,555700,2.81,437,2.86
2020,07,30,5,W03,서울특별시,용산구,653200,3.3,522,3.42
2020,07,31,6,W03,서울특별시,용산구,637000,3.22,507,3.32
2020,07,01,4,W04,서울특별시,성동구,17398400,3.18,13308,3.27
2020,07,02,5,W04,서울특별시,성동구,16464700,3.01,12650,3.11
2020,07,03,6,W04,서울특별시,성동구,16091000,2.94,12507,3.07
2020,07,04,7,W04,서울특별시,성동구,16914950,3.09,11951,2.94
2020,07,05,1,W04,서울특별시,성동구,22801750,4.17,15616,3.84
2020,07,06,2,W04,서울특별시,성동구,18593199,3.4,13600,3.34
2020,07,07,3,W04,서울특별시,성동구,16216950,2.96,12566,3.09
2020,07,08,4,W04,서울특별시,성동구,16736300,3.06,13021,3.2
2020,07,09,5,W04,서울특별시,성동구,16619200,3.04,13010,3.2
2020,07,10,6,W04,서울특별시,성동구,15363650,2.81,12080,2.97
2020,07,11,7,W04,서울특별시,성동구,17322250,3.17,12343,3.03
2020,07,12,1,W04,서울특별시,성동구,20743900,3.79,14387,3.54
2020,07,13,2,W04,서울특별시,성동구,15660999,2.86,11029,2.71
2020,07,14,3,W04,서울특별시,성동구,18365749,3.36,13895,3.41
2020,07,15,4,W04,서울특별시,성동구,16682000,3.05,12988,3.19
2020,07,16,5,W04,서울특별시,성동구,16851300,3.08,12897,3.17
2020,07,17,6,W04,서울특별시,성동구,16749649,3.06,12901,3.17
2020,07,18,7,W04,서울특별시,성동구,17934700,3.28,12687,3.12
2020,07,19,1,W04,서울특별시,성동구,22603050,4.13,15342,3.77
2020,07,20,2,W04,서울특별시,성동구,19208150,3.51,14068,3.46
2020,07,21,3,W04,서울특별시,성동구,17334450,3.17,13421,3.3
2020,07,22,4,W04,서울특별시,성동구,16149150,2.95,12423,3.05
2020,07,23,5,W04,서울특별시,성동구,12788500,2.34,9715,2.39
2020,07,24,6,W04,서울특별시,성동구,19748700,3.61,14564,3.58
2020,07,25,7,W04,서울특별시,성동구,18157900,3.32,12804,3.15
2020,07,26,1,W04,서울특별시,성동구,23206900,4.24,16014,3.94
2020,07,27,2,W04,서울특별시,성동구,18289849,3.34,13631,3.35
2020,07,28,3,W04,서울특별시,성동구,16451250,3.01,12847,3.16
2020,07,29,4,W04,서울특별시,성동구,15608850,2.85,12009,2.95
2020,07,30,5,W04,서울특별시,성동구,17794500,3.25,13600,3.34
2020,07,31,6,W04,서울특별시,성동구,16436650,3.0,13087,3.22
2020,07,01,4,W05,서울특별시,광진구,10922850,3.11,8198,3.22
2020,07,02,5,W05,서울특별시,광진구,10357249,2.95,8058,3.16
2020,07,03,6,W05,서울특별시,광진구,10322700,2.94,7709,3.02
2020,07,04,7,W05,서울특별시,광진구,11218500,3.2,7777,3.05
2020,07,05,1,W05,서울특별시,광진구,13711200,3.91,9145,3.59
2020,07,06,2,W05,서울특별시,광진구,12433150,3.54,8778,3.44
2020,07,07,3,W05,서울특별시,광진구,10746249,3.06,8289,3.25
2020,07,08,4,W05,서울특별시,광진구,10602300,3.02,8184,3.21
2020,07,09,5,W05,서울특별시,광진구,10660950,3.04,8151,3.2
2020,07,10,6,W05,서울특별시,광진구,10019750,2.86,7739,3.04
2020,07,11,7,W05,서울특별시,광진구,11374500,3.24,8032,3.15
2020,07,12,1,W05,서울특별시,광진구,12645450,3.6,8391,3.29
2020,07,13,2,W05,서울특별시,광진구,10185850,2.9,7079,2.78
2020,07,14,3,W05,서울특별시,광진구,12281750,3.5,8947,3.51
2020,07,15,4,W05,서울특별시,광진구,10477250,2.99,8143,3.19
2020,07,16,5,W05,서울특별시,광진구,10952350,3.12,8252,3.24
2020,07,17,6,W05,서울특별시,광진구,10570400,3.01,8004,3.14
2020,07,18,7,W05,서울특별시,광진구,11705350,3.34,8207,3.22
2020,07,19,1,W05,서울특별시,광진구,13766500,3.92,8949,3.51
2020,07,20,2,W05,서울특별시,광진구,12468600,3.55,8928,3.5
2020,07,21,3,W05,서울특별시,광진구,11437900,3.26,8601,3.37
2020,07,22,4,W05,서울특별시,광진구,10451200,2.98,7838,3.07
2020,07,23,5,W05,서울특별시,광진구,8109650,2.31,5985,2.35
2020,07,24,6,W05,서울특별시,광진구,12186349,3.47,8980,3.52
2020,07,25,7,W05,서울특별시,광진구,11867100,3.38,8210,3.22
2020,07,26,1,W05,서울특별시,광진구,14368750,4.09,9341,3.66
2020,07,27,2,W05,서울특별시,광진구,12369300,3.52,8665,3.4
2020,07,28,3,W05,서울특별시,광진구,11059050,3.15,8476,3.32
2020,07,29,4,W05,서울특별시,광진구,9633150,2.75,7163,2.81
2020,07,30,5,W05,서울특별시,광진구,11795500,3.36,8778,3.44
2020,07,31,6,W05,서울특별시,광진구,10219600,2.91,7932,3.11
2020,07,01,4,W06,서울특별시,동대문구,15648468,3.15,11915,3.26
2020,07,02,5,W06,서울특별시,동대문구,15022503,3.02,11405,3.12
2020,07,03,6,W06,서울특별시,동대문구,14516115,2.92,11254,3.08
2020,07,04,7,W06,서울특별시,동대문구,15074351,3.03,10800,2.95
2020,07,05,1,W06,서울특별시,동대문구,20184401,4.06,13715,3.75
2020,07,06,2,W06,서울특별시,동대문구,16860525,3.39,12204,3.34
2020,07,07,3,W06,서울특별시,동대문구,14705371,2.96,11261,3.08
2020,07,08,4,W06,서울특별시,동대문구,15547879,3.12,12061,3.3
2020,07,09,5,W06,서울특별시,동대문구,14941942,3.0,11558,3.16
2020,07,10,6,W06,서울특별시,동대문구,14321137,2.88,10990,3.01
2020,07,11,7,W06,서울특별시,동대문구,15987874,3.21,11343,3.1
2020,07,12,1,W06,서울특별시,동대문구,18761923,3.77,13001,3.56
2020,07,13,2,W06,서울특별시,동대문구,13777465,2.77,9737,2.66
2020,07,14,3,W06,서울특별시,동대문구,16400059,3.3,12220,3.34
2020,07,15,4,W06,서울특별시,동대문구,15491000,3.11,11926,3.26
2020,07,16,5,W06,서울특별시,동대문구,15210537,3.06,11882,3.25
2020,07,17,6,W06,서울특별시,동대문구,15371500,3.09,11637,3.18
2020,07,18,7,W06,서울특별시,동대문구,16685674,3.35,11640,3.18
2020,07,19,1,W06,서울특별시,동대문구,20375150,4.1,13702,3.75
2020,07,20,2,W06,서울특별시,동대문구,17113380,3.44,12357,3.38
2020,07,21,3,W06,서울특별시,동대문구,16125642,3.24,12077,3.3
2020,07,22,4,W06,서울특별시,동대문구,14879924,2.99,11510,3.15
2020,07,23,5,W06,서울특별시,동대문구,11278194,2.27,8304,2.27
2020,07,24,6,W06,서울특별시,동대문구,17431900,3.5,13046,3.57
2020,07,25,7,W06,서울특별시,동대문구,16936443,3.4,11610,3.17
2020,07,26,1,W06,서울특별시,동대문구,21193232,4.26,14323,3.92
2020,07,27,2,W06,서울특별시,동대문구,16543876,3.33,11905,3.26
2020,07,28,3,W06,서울특별시,동대문구,15624538,3.14,11606,3.17
2020,07,29,4,W06,서울특별시,동대문구,14634732,2.94,11036,3.02
2020,07,30,5,W06,서울특별시,동대문구,15732263,3.16,11985,3.28
2020,07,31,6,W06,서울특별시,동대문구,15166133,3.05,11686,3.2
2020,07,01,4,W07,서울특별시,중랑구,18853750,3.01,14544,3.16
2020,07,02,5,W07,서울특별시,중랑구,18363499,2.93,14137,3.07
2020,07,03,6,W07,서울특별시,중랑구,18236150,2.91,14045,3.05
