year,mt,dt,day,city_code,city_do_nm,city_gn_gu_nm,dscamt,dscamt_rate,dis_co,dis_co_rate
2020,02,01,7,W01,서울특별시,종로구,3640900,3.53,2362,3.46
2020,02,02,1,W01,서울특별시,종로구,4330600,4.2,2653,3.89
2020,02,03,2,W01,서울특별시,종로구,4117300,3.99,2611,3.83
2020,02,04,3,W01,서울특별시,종로구,3539600,3.43,2325,3.41
2020,02,05,4,W01,서울특별시,종로구,3103450,3.01,2119,3.11
2020,02,06,5,W01,서울특별시,종로구,3232200,3.13,2146,3.15
2020,02,07,6,W01,서울특별시,종로구,3396650,3.29,2358,3.46
2020,02,08,7,W01,서울특별시,종로구,3403400,3.3,2285,3.35
2020,02,09,1,W01,서울특별시,종로구,4064150,3.94,2543,3.73
2020,02,10,2,W01,서울특별시,종로구,4157900,4.03,2552,3.74
2020,02,11,3,W01,서울특별시,종로구,3490100,3.38,2370,3.47
2020,02,12,4,W01,서울특별시,종로구,3065100,2.97,2032,2.98
2020,02,13,5,W01,서울특별시,종로구,3562300,3.45,2359,3.46
2020,02,14,6,W01,서울특별시,종로구,3166700,3.07,2169,3.18
2020,02,15,7,W01,서울특별시,종로구,3415700,3.31,2187,3.21
2020,02,16,1,W01,서울특별시,종로구,3816500,3.7,2377,3.48
2020,02,17,2,W01,서울특별시,종로구,3708650,3.59,2410,3.53
2020,02,18,3,W01,서울특별시,종로구,3441950,3.33,2314,3.39
2020,02,19,4,W01,서울특별시,종로구,3311900,3.21,2241,3.29
2020,02,20,5,W01,서울특별시,종로구,3247800,3.15,2218,3.25
2020,02,21,6,W01,서울특별시,종로구,3278000,3.18,2293,3.36
2020,02,22,7,W01,서울특별시,종로구,3579500,3.47,2341,3.43
2020,02,23,1,W01,서울특별시,종로구,4125400,4.0,2667,3.91
2020,02,24,2,W01,서울특별시,종로구,3379700,3.27,2246,3.29
2020,02,25,3,W01,서울특별시,종로구,3326550,3.22,2264,3.32
2020,02,26,4,W01,서울특별시,종로구,3630150,3.52,2552,3.74
2020,02,27,5,W01,서울특별시,종로구,3390700,3.29,2381,3.49
2020,02,28,6,W01,서울특별시,종로구,3240100,3.14,2166,3.18
2020,02,29,7,W01,서울특별시,종로구,4043950,3.92,2669,3.91
2020,02,01,7,W02,서울특별시,중구,6791500,3.67,4576,3.42
2020,02,02,1,W02,서울특별시,중구,8911100,4.81,6052,4.52
2020,02,03,2,W02,서울특별시,중구,7056800,3.81,4992,3.73
2020,02,04,3,W02,서울특별시,중구,5624600,3.04,4152,3.1
2020,02,05,4,W02,서울특별시,중구,5377350,2.91,4066,3.04
2020,02,06,5,W02,서울특별시,중구,5833850,3.15,4263,3.19
2020,02,07,6,W02,서울특별시,중구,5879350,3.18,4281,3.2
2020,02,08,7,W02,서울특별시,중구,6342400,3.43,4494,3.36
2020,02,09,1,W02,서울특별시,중구,8691600,4.7,5791,4.33
2020,02,10,2,W02,서울특별시,중구,6925950,3.74,4953,3.7
2020,02,11,3,W02,서울특별시,중구,5702350,3.08,4331,3.24
2020,02,12,4,W02,서울특별시,중구,5239350,2.83,3941,2.95
2020,02,13,5,W02,서울특별시,중구,6161050,3.33,4564,3.41
2020,02,14,6,W02,서울특별시,중구,5389900,2.91,4137,3.09
2020,02,15,7,W02,서울특별시,중구,6137050,3.32,4440,3.32
2020,02,16,1,W02,서울특별시,중구,7507900,4.06,5293,3.96
2020,02,17,2,W02,서울특별시,중구,6046950,3.27,4366,3.26
2020,02,18,3,W02,서울특별시,중구,5566350,3.01,4258,3.18
2020,02,19,4,W02,서울특별시,중구,5867150,3.17,4376,3.27
2020,02,20,5,W02,서울특별시,중구,5822000,3.15,4351,3.25
2020,02,21,6,W02,서울특별시,중구,5531700,2.99,4230,3.16
2020,02,22,7,W02,서울특별시,중구,6458600,3.49,4471,3.34
2020,02,23,1,W02,서울특별시,중구,8826300,4.77,6145,4.59
2020,02,24,2,W02,서울특별시,중구,5581350,3.02,4085,3.05
2020,02,25,3,W02,서울특별시,중구,5913750,3.2,4274,3.19
2020,02,26,4,W02,서울특별시,중구,6798050,3.67,4917,3.67
2020,02,27,5,W02,서울특별시,중구,6303400,3.41,4791,3.58
2020,02,28,6,W02,서울특별시,중구,5447200,2.94,4108,3.07
