year,mt,dt,day,city_code,city_do_nm,city_gn_gu_nm,dscamt,dscamt_rate,dis_co,dis_co_rate
2020,04,01,4,W01,서울특별시,종로구,3135600,3.07,2406,3.27
2020,04,02,5,W01,서울특별시,종로구,3158000,3.09,2321,3.15
2020,04,03,6,W01,서울특별시,종로구,3300600,3.23,2414,3.28
2020,04,04,7,W01,서울특별시,종로구,3244000,3.17,2334,3.17
2020,04,05,1,W01,서울특별시,종로구,3984100,3.9,2707,3.68
2020,04,06,2,W01,서울특별시,종로구,3847900,3.76,2699,3.66
2020,04,07,3,W01,서울특별시,종로구,3291300,3.22,2483,3.37
2020,04,08,4,W01,서울특별시,종로구,3249200,3.18,2363,3.21
2020,04,09,5,W01,서울특별시,종로구,3218250,3.15,2371,3.22
2020,04,10,6,W01,서울특별시,종로구,3289100,3.22,2418,3.28
2020,04,11,7,W01,서울특별시,종로구,3239800,3.17,2364,3.21
2020,04,12,1,W01,서울특별시,종로구,3141300,3.07,2173,2.95
2020,04,13,2,W01,서울특별시,종로구,3873650,3.79,2684,3.64
2020,04,14,3,W01,서울특별시,종로구,3348500,3.28,2378,3.23
2020,04,15,4,W01,서울특별시,종로구,3261300,3.19,2478,3.36
2020,04,16,5,W01,서울특별시,종로구,3396650,3.32,2510,3.41
2020,04,17,6,W01,서울특별시,종로구,3083650,3.02,2261,3.07
2020,04,18,7,W01,서울특별시,종로구,3615550,3.54,2588,3.51
2020,04,19,1,W01,서울특별시,종로구,3319450,3.25,2342,3.18
2020,04,20,2,W01,서울특별시,종로구,4127250,4.04,2774,3.77
2020,04,21,3,W01,서울특별시,종로구,3466900,3.39,2445,3.32
2020,04,22,4,W01,서울특별시,종로구,3225600,3.16,2311,3.14
2020,04,23,5,W01,서울특별시,종로구,3073250,3.01,2282,3.1
2020,04,24,6,W01,서울특별시,종로구,3242900,3.17,2365,3.21
2020,04,25,7,W01,서울특별시,종로구,3364050,3.29,2426,3.29
2020,04,26,1,W01,서울특별시,종로구,3925250,3.84,2676,3.63
2020,04,27,2,W01,서울특별시,종로구,3784800,3.7,2643,3.59
2020,04,28,3,W01,서울특별시,종로구,3385900,3.31,2496,3.39
2020,04,29,4,W01,서울특별시,종로구,3311750,3.24,2488,3.38
2020,04,30,5,W01,서울특별시,종로구,3328000,3.26,2443,3.32
2020,04,01,4,W02,서울특별시,중구,5702650,3.09,4504,3.12
2020,04,02,5,W02,서울특별시,중구,5930950,3.21,4777,3.31
2020,04,03,6,W02,서울특별시,중구,5609000,3.04,4442,3.08
2020,04,04,7,W02,서울특별시,중구,6103300,3.31,4573,3.17
2020,04,05,1,W02,서울특별시,중구,8273350,4.48,6185,4.29
2020,04,06,2,W02,서울특별시,중구,6465900,3.5,5011,3.47
2020,04,07,3,W02,서울특별시,중구,5551100,3.01,4420,3.06
2020,04,08,4,W02,서울특별시,중구,5681550,3.08,4676,3.24
2020,04,09,5,W02,서울특별시,중구,5649600,3.06,4601,3.19
