year,mt,dt,day,city_code,city_do_nm,city_gn_gu_nm,dscamt,dscamt_rate,dis_co,dis_co_rate
2020,05,01,6,W01,서울특별시,종로구,3590350,3.04,2571,3.09
2020,05,02,7,W01,서울특별시,종로구,3435400,2.91,2468,2.97
2020,05,03,1,W01,서울특별시,종로구,4107550,3.47,2755,3.31
2020,05,04,2,W01,서울특별시,종로구,3896650,3.3,2714,3.26
2020,05,05,3,W01,서울특별시,종로구,3915950,3.31,2835,3.41
2020,05,06,4,W01,서울특별시,종로구,3685850,3.12,2657,3.19
2020,05,07,5,W01,서울특별시,종로구,3509800,2.97,2576,3.09
2020,05,08,6,W01,서울특별시,종로구,3291050,2.78,2431,2.92
2020,05,09,7,W01,서울특별시,종로구,3112600,2.63,2124,2.55
2020,05,10,1,W01,서울특별시,종로구,4663500,3.94,3130,3.76
2020,05,11,2,W01,서울특별시,종로구,4172000,3.53,2883,3.46
2020,05,12,3,W01,서울특별시,종로구,3784000,3.2,2724,3.27
2020,05,13,4,W01,서울특별시,종로구,3574050,3.02,2602,3.13
2020,05,14,5,W01,서울특별시,종로구,3441950,2.91,2507,3.01
2020,05,15,6,W01,서울특별시,종로구,2930100,2.48,2129,2.56
2020,05,16,7,W01,서울특별시,종로구,4077450,3.45,2766,3.32
2020,05,17,1,W01,서울특별시,종로구,4743500,4.01,3163,3.8
2020,05,18,2,W01,서울특별시,종로구,3693300,3.12,2519,3.03
2020,05,19,3,W01,서울특별시,종로구,3961050,3.35,2785,3.35
2020,05,20,4,W01,서울특별시,종로구,3633950,3.07,2638,3.17
2020,05,21,5,W01,서울특별시,종로구,3548250,3.0,2545,3.06
2020,05,22,6,W01,서울특별시,종로구,3583000,3.03,2613,3.14
2020,05,23,7,W01,서울특별시,종로구,3877150,3.28,2641,3.17
2020,05,24,1,W01,서울특별시,종로구,4354200,3.68,2904,3.49
2020,05,25,2,W01,서울특별시,종로구,4199150,3.55,2951,3.55
2020,05,26,3,W01,서울특별시,종로구,3601300,3.05,2602,3.13
2020,05,27,4,W01,서울특별시,종로구,3925500,3.32,2780,3.34
2020,05,28,5,W01,서울특별시,종로구,3664850,3.1,2671,3.21
2020,05,29,6,W01,서울특별시,종로구,3580850,3.03,2663,3.2
2020,05,30,7,W01,서울특별시,종로구,3946800,3.34,2766,3.32
2020,05,31,1,W01,서울특별시,종로구,4721900,3.99,3121,3.75
2020,05,01,6,W02,서울특별시,중구,6240950,2.96,4736,2.93
2020,05,02,7,W02,서울특별시,중구,6388050,3.03,4816,2.98
2020,05,03,1,W02,서울특별시,중구,8019750,3.81,6036,3.73
2020,05,04,2,W02,서울특별시,중구,6579100,3.12,5115,3.16
2020,05,05,3,W02,서울특별시,중구,6864450,3.26,5194,3.21
2020,05,06,4,W02,서울특별시,중구,6609850,3.14,5258,3.25
2020,05,07,5,W02,서울특별시,중구,6213500,2.95,4943,3.06
2020,05,08,6,W02,서울특별시,중구,5591750,2.66,4596,2.84
2020,05,09,7,W02,서울특별시,중구,5862450,2.78,4256,2.63
2020,05,10,1,W02,서울특별시,중구,9145450,4.34,6600,4.08
2020,05,11,2,W02,서울특별시,중구,6903650,3.28,5280,3.27
2020,05,12,3,W02,서울특별시,중구,6011700,2.86,4723,2.92
