year,mt,dt,day,city_code,city_do_nm,city_gn_gu_nm,dscamt,dscamt_rate,dis_co,dis_co_rate
2019,12,01,1,W01,서울특별시,종로구,3996500,3.84,2279,3.31
2019,12,02,2,W01,서울특별시,종로구,3999500,3.84,2514,3.65
2019,12,03,3,W01,서울특별시,종로구,3565300,3.42,2349,3.41
2019,12,04,4,W01,서울특별시,종로구,3272050,3.14,2261,3.28
2019,12,05,5,W01,서울특별시,종로구,3110350,2.99,2073,3.01
2019,12,06,6,W01,서울특별시,종로구,2863100,2.75,1982,2.88
2019,12,07,7,W01,서울특별시,종로구,2936650,2.82,1992,2.89
2019,12,08,1,W01,서울특별시,종로구,4070400,3.91,2495,3.62
2019,12,09,2,W01,서울특별시,종로구,3837450,3.69,2463,3.58
2019,12,10,3,W01,서울특별시,종로구,3500750,3.36,2278,3.31
2019,12,11,4,W01,서울특별시,종로구,3117050,2.99,2131,3.09
2019,12,12,5,W01,서울특별시,종로구,3190300,3.06,2205,3.2
2019,12,13,6,W01,서울특별시,종로구,2987500,2.87,2069,3.0
2019,12,14,7,W01,서울특별시,종로구,3147550,3.02,2064,3.0
2019,12,15,1,W01,서울특별시,종로구,3959150,3.8,2412,3.5
2019,12,16,2,W01,서울특별시,종로구,3777450,3.63,2487,3.61
2019,12,17,3,W01,서울특별시,종로구,3148000,3.02,2108,3.06
2019,12,18,4,W01,서울특별시,종로구,3157200,3.03,2212,3.21
2019,12,19,5,W01,서울특별시,종로구,2871650,2.76,2050,2.98
2019,12,20,6,W01,서울특별시,종로구,2909750,2.79,2022,2.93
2019,12,21,7,W01,서울특별시,종로구,3009200,2.89,1984,2.88
2019,12,22,1,W01,서울특별시,종로구,3593250,3.45,2296,3.33
2019,12,23,2,W01,서울특별시,종로구,3608000,3.46,2353,3.42
2019,12,24,3,W01,서울특별시,종로구,3078000,2.96,2163,3.14
2019,12,25,4,W01,서울특별시,종로구,3168900,3.04,2146,3.11
2019,12,26,5,W01,서울특별시,종로구,3365950,3.23,2306,3.35
2019,12,27,6,W01,서울특별시,종로구,3046000,2.93,2128,3.09
2019,12,28,7,W01,서울특별시,종로구,3123250,3.0,2063,2.99
2019,12,29,1,W01,서울특별시,종로구,3644850,3.5,2297,3.33
2019,12,30,2,W01,서울특별시,종로구,3683500,3.54,2444,3.55
2019,12,31,3,W01,서울특별시,종로구,3391800,3.26,2267,3.29
2019,12,01,1,W02,서울특별시,중구,8448500,4.32,5550,3.93
2019,12,02,2,W02,서울특별시,중구,7127350,3.65,5074,3.59
2019,12,03,3,W02,서울특별시,중구,6082550,3.11,4390,3.11
2019,12,04,4,W02,서울특별시,중구,5988300,3.07,4484,3.17
2019,12,05,5,W02,서울특별시,중구,5462650,2.8,4086,2.89
2019,12,06,6,W02,서울특별시,중구,5628750,2.88,4107,2.91
2019,12,07,7,W02,서울특별시,중구,6288650,3.22,4228,2.99
2019,12,08,1,W02,서울특별시,중구,8527750,4.36,5726,4.05
2019,12,09,2,W02,서울특별시,중구,6719700,3.44,4846,3.43
2019,12,10,3,W02,서울특별시,중구,5427400,2.78,4054,2.87
2019,12,11,4,W02,서울특별시,중구,5943650,3.04,4437,3.14
2019,12,12,5,W02,서울특별시,중구,5663650,2.9,4279,3.03
2019,12,13,6,W02,서울특별시,중구,5689100,2.91,4314,3.05
2019,12,14,7,W02,서울특별시,중구,5974900,3.06,4257,3.01
2019,12,15,1,W02,서울특별시,중구,8698300,4.45,5882,4.16
2019,12,16,2,W02,서울특별시,중구,6799200,3.48,4953,3.51
2019,12,17,3,W02,서울특별시,중구,5265000,2.69,3981,2.82
2019,12,18,4,W02,서울특별시,중구,5709300,2.92,4386,3.11
2019,12,19,5,W02,서울특별시,중구,5407150,2.77,4133,2.93
2019,12,20,6,W02,서울특별시,중구,5551800,2.84,4130,2.92
2019,12,21,7,W02,서울특별시,중구,5610500,2.87,4057,2.87
2019,12,22,1,W02,서울특별시,중구,7991100,4.09,5518,3.91
2019,12,23,2,W02,서울특별시,중구,6261200,3.2,4589,3.25
2019,12,24,3,W02,서울특별시,중구,5484300,2.81,4086,2.89
2019,12,25,4,W02,서울특별시,중구,6222800,3.19,4446,3.15
2019,12,26,5,W02,서울특별시,중구,5945900,3.04,4368,3.09
2019,12,27,6,W02,서울특별시,중구,5521550,2.83,4152,2.94
2019,12,28,7,W02,서울특별시,중구,6003350,3.07,4307,3.05
2019,12,29,1,W02,서울특별시,중구,7666200,3.92,5418,3.84
2019,12,30,2,W02,서울특별시,중구,6374100,3.26,4722,3.34
2019,12,31,3,W02,서울특별시,중구,5885950,3.01,4271,3.02
2019,12,01,1,W03,서울특별시,용산구,227650,3.69,154,3.34
2019,12,02,2,W03,서울특별시,용산구,224150,3.63,154,3.34
2019,12,03,3,W03,서울특별시,용산구,210000,3.4,167,3.62
2019,12,04,4,W03,서울특별시,용산구,169850,2.75,127,2.75
2019,12,05,5,W03,서울특별시,용산구,170400,2.76,126,2.73
2019,12,06,6,W03,서울특별시,용산구,195500,3.17,128,2.78
2019,12,07,7,W03,서울특별시,용산구,271350,4.4,144,3.12
2019,12,08,1,W03,서울특별시,용산구,250400,4.06,164,3.56
2019,12,09,2,W03,서울특별시,용산구,158950,2.58,141,3.06
2019,12,10,3,W03,서울특별시,용산구,209350,3.39,169,3.67
2019,12,11,4,W03,서울특별시,용산구,182850,2.96,139,3.02
2019,12,12,5,W03,서울특별시,용산구,169350,2.74,128,2.78
2019,12,13,6,W03,서울특별시,용산구,166550,2.7,135,2.93
2019,12,14,7,W03,서울특별시,용산구,186800,3.03,144,3.12
2019,12,15,1,W03,서울특별시,용산구,274900,4.45,196,4.25
2019,12,16,2,W03,서울특별시,용산구,198250,3.21,145,3.15
2019,12,17,3,W03,서울특별시,용산구,189800,3.08,166,3.6
2019,12,18,4,W03,서울특별시,용산구,115600,1.87,111,2.41
2019,12,19,5,W03,서울특별시,용산구,155550,2.52,134,2.91
2019,12,20,6,W03,서울특별시,용산구,179200,2.9,144,3.12
2019,12,21,7,W03,서울특별시,용산구,203950,3.3,138,2.99
2019,12,22,1,W03,서울특별시,용산구,258450,4.19,188,4.08
2019,12,23,2,W03,서울특별시,용산구,173550,2.81,133,2.89
2019,12,24,3,W03,서울특별시,용산구,175950,2.85,147,3.19
2019,12,25,4,W03,서울특별시,용산구,193900,3.14,151,3.28
2019,12,26,5,W03,서울특별시,용산구,205700,3.33,140,3.04
2019,12,27,6,W03,서울특별시,용산구,162450,2.63,128,2.78
2019,12,28,7,W03,서울특별시,용산구,224300,3.63,165,3.58
2019,12,29,1,W03,서울특별시,용산구,243650,3.95,182,3.95
2019,12,30,2,W03,서울특별시,용산구,215650,3.49,158,3.43
2019,12,31,3,W03,서울특별시,용산구,207000,3.35,164,3.56
2019,12,01,1,W04,서울특별시,성동구,18281450,4.08,11085,3.7
2019,12,02,2,W04,서울특별시,성동구,17122750,3.82,10854,3.62
2019,12,03,3,W04,서울특별시,성동구,13770800,3.07,9307,3.1
2019,12,04,4,W04,서울특별시,성동구,14050950,3.14,9669,3.23
2019,12,05,5,W04,서울특별시,성동구,13017950,2.91,9055,3.02
2019,12,06,6,W04,서울특별시,성동구,13034100,2.91,8811,2.94
2019,12,07,7,W04,서울특별시,성동구,13571000,3.03,8676,2.89
2019,12,08,1,W04,서울특별시,성동구,19334450,4.32,11917,3.98
2019,12,09,2,W04,서울특별시,성동구,16157550,3.61,10482,3.5
2019,12,10,3,W04,서울특별시,성동구,13160399,2.94,9010,3.01
2019,12,11,4,W04,서울특별시,성동구,13377150,2.99,9515,3.17
2019,12,12,5,W04,서울특별시,성동구,13347200,2.98,9400,3.14
2019,12,13,6,W04,서울특별시,성동구,12865550,2.87,9117,3.04
2019,12,14,7,W04,서울특별시,성동구,13528250,3.02,8742,2.92
2019,12,15,1,W04,서울특별시,성동구,18615550,4.16,11916,3.97
2019,12,16,2,W04,서울특별시,성동구,15619649,3.49,10521,3.51
2019,12,17,3,W04,서울특별시,성동구,12716149,2.84,8866,2.96
2019,12,18,4,W04,서울특별시,성동구,13159250,2.94,9408,3.14
2019,12,19,5,W04,서울특별시,성동구,12788250,2.86,9101,3.04
2019,12,20,6,W04,서울특별시,성동구,12568250,2.81,8797,2.93
2019,12,21,7,W04,서울특별시,성동구,12434450,2.78,8284,2.76
